name,price,capacity,price_per_gb,type,cache,form_factor,interface,snapshot_date
Sabrent Rocket Q4,219.99,2000.0,0.11,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2024-05-14
Mushkin Gamma,315.99,4000.0,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2024-05-14
Seagate IronWolf 125,403.39,2000.0,0.202,SSD,,2.5,SATA 6.0 Gb/s,2024-05-14
Mushkin ELEMENT,41.49,512.0,0.081,SSD,,2.5,SATA 6.0 Gb/s,2024-05-14
Transcend MTS600,34.99,32.0,1.093,SSD,,M.2-2260,M.2 SATA,2024-05-14
Western Digital Red Plus,72.99,2000.0,0.036,5400,128.0,3.5,SATA 6.0 Gb/s,2024-05-14
Addlink S95,139.44,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2024-05-14
Western Digital Purple,303.89,14000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s,2024-05-14
FanXiang S900,179.99,1000.0,0.18,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2024-05-14
Toshiba X300,309.99,16000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s,2024-05-14
Inland TN325,52.99,512.0,0.103,SSD,,M.2-2242,M.2 PCIe 3.0 X4,2024-05-14
Toshiba N300 Pro,254.99,12000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s,2024-05-14
Western Digital Ultrastar,49.0,240.0,0.204,SSD,,2.5,SATA 6.0 Gb/s,2024-05-14
Seagate Exos 7E8,127.26,2000.0,0.064,7200,256.0,3.5,SATA 6.0 Gb/s,2024-05-14
Seagate IronWolf,212.0,6000.0,0.035,7200,128.0,3.5,SATA 6.0 Gb/s,2024-05-14
Intel 730,449.74,480.0,0.937,SSD,,2.5,SATA 6.0 Gb/s,2024-05-14
Toshiba XG3,149.99,512.0,0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2024-05-14
Seagate BarraCuda,29.0,320.0,0.091,7200,16.0,3.5,SATA 6.0 Gb/s,2024-05-14
Hitachi Deskstar 7K1000.D,498.0,500.0,0.996,7200,32.0,3.5,SATA 6.0 Gb/s,2024-05-14
Seagate FireCuda,281.27,2000.0,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2024-05-14
Seagate Exos 7E10 512n,127.35,4000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s,2024-05-14
TEAMGROUP T-Force Delta Max White RGB Lite,54.99,512.0,0.107,SSD,,2.5,SATA 6.0 Gb/s,2024-05-14
Western Digital Black,323.26,4000.0,0.081,7200,64.0,3.5,SATA 6.0 Gb/s,2024-05-14
Toshiba N300,213.19,6000.0,0.036,7200,,3.5,SATA 6.0 Gb/s,2024-05-14
Western Digital Green,42.0,480.0,0.087,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate Momentus Thin,56.4,500.0,0.113,5400,16.0,2.5,SATA 3.0 Gb/s,2025-07-23
Seagate Game Drive,1074.46,4000.0,0.269,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
PNY CS900,25.59,120.0,0.213,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Lexar Professional NM800PRO w/Heatsink,82.99,1000.0,0.083,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate IronWolf NAS,155.0,4000.0,0.039,5900,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Samsung 840 Pro,240.16,256.0,0.938,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD Red Pro,449.0,22000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
FanXiang S500 Pro,25.99,256.0,0.102,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Blue,309.99,4000.0,0.077,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP600 GS,164.99,2000.0,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
ADATA LEGEND 860,53.95,500.0,0.108,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Inland Platinum,109.99,2000.0,0.055,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate FireCuda 530,284.99,2000.0,0.142,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate Enterprise Capacity,69.98,3000.0,0.023,7200,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
TEAMGROUP AX2,18.98,256.0,0.074,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate BarraCuda Q5,41.99,500.0,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Hitachi Ultrastar SN260,323.0,1600.0,0.202,SSD,,PCIe,PCIe x8,2025-07-23
Corsair MP700 Elite w/Heatsink,124.99,1000.0,0.125,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Inland Professional,19.98,120.0,0.166,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Netac NV7000-t,69.78,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Corsair MP510,95.1,480.0,0.198,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Corsair MP600 PRO LPX,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Toshiba MQ01ABD-V,33.86,1000.0,0.034,5400,,2.5,SATA 6.0 Gb/s,2025-07-23
Samsung 860 Evo,189.99,500.0,0.38,SSD,512.0,M.2-2280,M.2 SATA,2025-07-23
Inland TN320,26.99,256.0,0.105,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Toshiba N300,142.71,4000.0,0.036,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate Exos X22,449.99,22000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
XOC Nitro,27.33,512.0,0.053,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital AV-GP,14.21,320.0,0.044,5400,8.0,3.5,SATA 3.0 Gb/s,2025-07-23
Transcend TS32GSSD370S,33.97,32.0,1.062,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Lexar NS100,72.17,512.0,0.141,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Green SN350,175.53,480.0,0.366,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Seagate Archive HDD v2,139.63,5000.0,0.028,5900,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red,104.0,3000.0,0.035,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Toshiba DT01ACA050,33.97,500.0,0.068,7200,32.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue SN570,239.99,2000.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
TEAMGROUP Cardea A440,79.98,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Lexar NM790 w/Heatsink,239.49,4000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate FireCuda 530R,344.99,4000.0,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Toshiba X300 Pro,358.99,18000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
TEAMGROUP MP44,724.99,8000.0,0.091,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate IronWolf Pro,249.99,12000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
KIOXIA EXCERIA,39.68,480.0,0.083,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Intenso Top Performance,29.96,128.0,0.234,SSD,,M.2-2280,M.2 SATA,2025-07-23
Seagate IronWolf Pro NAS,94.99,2000.0,0.047,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Black SN750,239.5,2000.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Blue,101.0,4000.0,0.025,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Lexar NQ780,219.49,4000.0,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
ADATA XPG GAMMIX S70 Blade,274.99,4000.0,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Inland TN320,64.98,1000.0,0.065,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Addlink S91,144.0,2000.0,0.072,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2025-07-23
Seagate Exos 7E10 512e/4Kn,218.41,8000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate IronWolf NAS,249.99,12000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Crucial T500 W/Heatsink,309.99,4000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate Barracuda Compute,94.94,3000.0,0.032,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Patriot P220,30.99,512.0,0.061,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Silicon Power XS70,218.28,2000.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Addlink S70,57.88,1000.0,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Gigabyte GP-GSTFS31240GNTD,72.69,240.0,0.303,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Patriot P320,104.99,2000.0,0.052,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Corsair MP600 ELITE,309.99,4000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate BarraCuda,58.0,1000.0,0.058,7200,32.0,3.5,SATA 3.0 Gb/s,2025-07-23
Western Digital Gold,319.99,18000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Nextorage NEM-PAB,124.99,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
TEAMGROUP QX,48.49,1000.0,0.048,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital AV-GP,34.99,1000.0,0.035,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate ST1000LM014,51.99,1000.0,0.052,,64.0,2.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP600 PRO NH,364.99,4000.0,0.091,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Samsung 860 QVO,255.0,2000.0,0.128,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate IronWolf NAS,126.84,2000.0,0.063,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
PNY CS900,49.0,240.0,0.204,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red SN700,369.99,4000.0,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Gigabyte GP-GSTFS31480GNTD,46.6,480.0,0.097,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
TEAMGROUP T-FORCE G50,49.99,512.0,0.098,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
ADATA MARS 980 BLADE,120.99,1000.0,0.121,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
ADATA LEGEND 850 LITE,72.98,1000.0,0.073,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Lexar NS100,18.98,128.0,0.148,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Oyen Digital E18-8TBICS5,869.0,8000.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Green SN350,144.53,240.0,0.602,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Inland Professional,34.99,512.0,0.068,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate SkyHawk AI,349.99,20000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Samsung 860 Evo,106.17,250.0,0.425,SSD,512.0,M.2-2280,M.2 SATA,2025-07-23
Seagate IronWolf Pro NAS,249.99,10000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
ADATA LEGEND 960 MAX,284.77,2000.0,0.142,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate FireCuda 530R w/Heatsink,179.99,2000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Kingston SSDNow V300,125.62,240.0,0.523,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Timetec 30TT253X2,27.99,512.0,0.055,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
MSI SPATIUM M461,249.99,4000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Kingston KC600,185.09,2048.0,0.09,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Gigabyte GP-GSM2NE3256GNTD,192.74,256.0,0.753,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Seagate EXOS Enterprise,159.0,4000.0,0.04,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Black,49.99,1000.0,0.05,7200,64.0,2.5,SATA 6.0 Gb/s,2025-07-23
ADATA LEGEND 700,79.98,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
TEAMGROUP T-Create Classic C47,119.99,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Blue SN550,44.99,250.0,0.18,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Corsair MP600 ELITE w/Heatsink,94.99,1000.0,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate IronWolf Pro NAS,269.99,14000.0,0.019,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red Plus,89.99,3000.0,0.03,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Apacer AS2280P4,52.9,512.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Lexar NM1090 w/ Heatsink,307.45,2000.0,0.154,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
MSI SPATIUM M470,737.38,2000.0,0.369,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
ADATA SU800,96.29,1000.0,0.096,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital PC SN730,47.5,256.0,0.186,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Gold,399.99,20000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red SA500,314.99,4000.0,0.079,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Inland TN470,129.99,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Corsair MP600 PRO XT,104.99,1000.0,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital WD Red Pro,99.99,2000.0,0.05,7200,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
ADATA XPG SX6000 Pro,54.99,512.0,0.107,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Gold,249.99,10000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue Mobile,71.23,2000.0,0.036,5400,128.0,2.5,SATA 6.0 Gb/s,2025-07-23
Crucial T710,154.99,1000.0,0.155,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Corsair MP600 PRO LPX,309.99,4000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
TEAMGROUP CX2,30.99,512.0,0.061,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red,469.99,14000.0,0.034,5400,,3.5,SATA 6.0 Gb/s,2025-07-23
MSI SPATIUM M390,79.95,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Seagate SkyHawk Surveillance +Rescue,121.2,4000.0,0.03,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Ultrastar DC HC550,469.99,18000.0,0.026,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Netac NV7000,132.04,2000.0,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Red SA500,102.62,1000.0,0.103,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate IronWolf Pro,234.45,10000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
MSI SPATIUM S270,34.97,480.0,0.073,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Silicon Power A55,29.76,128.0,0.233,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Crucial P5,433.03,1000.0,0.433,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
TEAMGROUP AX2,30.99,512.0,0.061,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Intel DC P4511,159.0,1000.0,0.159,SSD,,M.2-22110,M.2 PCIe 3.0 X4,2025-07-23
Toshiba MK3276GSX,13.98,320.0,0.044,5400,8.0,2.5,SATA 3.0 Gb/s,2025-07-23
Crucial P1,84.99,500.0,0.17,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Seagate IronWolf NAS,149.99,6000.0,0.025,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
ADATA XPG GAMMIX S11 Pro,198.9,1000.0,0.199,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Lexar Professional NM1090 PRO,408.49,4000.0,0.102,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Western Digital Blue,118.0,1000.0,0.118,SSD,,M.2-2280,M.2 SATA,2025-07-23
Western Digital Gold,579.99,20000.0,0.029,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Patriot P310,112.99,1920.0,0.059,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital WD Red Pro,249.99,10000.0,0.025,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
MSI SPATIUM M570 FROZR,239.99,2000.0,0.12,SSD,4096.0,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
TEAMGROUP GX2,50.99,1000.0,0.051,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
SK Hynix Platinum P51,169.99,1000.0,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Crucial P2,39.99,250.0,0.16,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Blue SN570,39.99,250.0,0.16,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
SanDisk Extreme,79.98,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
SanDisk Extreme,124.99,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Klevv CRAS C930,75.98,1000.0,0.076,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate BarraCuda Pro Compute,64.79,1000.0,0.065,7200,128.0,2.5,SATA 6.0 Gb/s,2025-07-23
Crucial P5 Plus W/Heatsink,178.79,2000.0,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Blue,96.99,500.0,0.194,SSD,,M.2-2280,M.2 SATA,2025-07-23
SanDisk SSD PLUS,29.99,250.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Samsung 860 Evo,216.13,1000.0,0.216,SSD,1024.0,M.2-2280,M.2 SATA,2025-07-23
Seagate FireCuda 540,378.09,2000.0,0.189,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Western Digital Blue,210.0,2000.0,0.105,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
ADATA Ultimate SU650,59.99,960.0,0.062,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Patriot Burst Elite,89.99,1920.0,0.047,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital SE,42.48,2000.0,0.021,7200,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
TEAMGROUP AX2,90.99,2000.0,0.045,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD Red Pro,269.23,12000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Acer FA100,99.99,2000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
ADATA SU630,32.99,480.0,0.069,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Inland TN470,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate BarraCuda,40.0,500.0,0.08,5400,32.0,3.5,SATA 6.0 Gb/s,2025-07-23
FanXiang S101,33.99,512.0,0.066,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue SA510,42.99,500.0,0.086,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
TEAMGROUP Z440 Lite,61.99,1000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Lexar NS100,23.98,256.0,,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Kingston Fury Renegade with Heat Sink,174.66,2000.0,0.087,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
MSI SPATIUM M570 HS,405.25,2000.0,0.203,SSD,4096.0,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Seagate Exos X24,399.99,20000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Intel 670p,52.89,512.0,0.103,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
ADATA XPG SPECTRIX S40G RGB,49.0,512.0,0.096,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Caviar Green,54.99,1000.0,0.055,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP600 PRO XT,174.99,2000.0,0.087,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Samsung 960 Evo,206.11,1000.0,0.206,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Acer Predator GM7,234.99,4000.0,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Crucial P510 W/Heatsink,109.99,1000.0,0.11,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Silicon Power UD90,51.34,500.0,0.103,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Solidigm P41 Plus,119.95,1000.0,0.12,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
TEAMGROUP AX2,48.99,1000.0,0.049,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
SanDisk SSD PLUS,114.99,2000.0,0.057,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Netac NV7000-t,162.99,2000.0,0.081,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Solidigm P41 Plus,141.94,2000.0,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital WD_BLACK,300.56,10000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate Barracuda Compute,92.5,2000.0,0.046,5400,128.0,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate ST1000LM035,44.0,1000.0,0.044,5400,128.0,2.5,SATA 6.0 Gb/s,2025-07-23
PNY CS1030,32.75,250.0,0.131,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
PNY CS2241,37.99,500.0,0.076,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Crucial T700 W/Heatsink,249.99,2000.0,0.125,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Seagate BarraCuda,127.0,4000.0,0.032,5400,128.0,2.5,SATA 6.0 Gb/s,2025-07-23
TEAMGROUP T-FORCE G70 PRO Aluminum,124.99,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Black SN850,110.0,500.0,0.22,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Crucial P2,249.99,2000.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
SK Hynix Gold P31,44.09,500.0,0.088,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
ADATA LEGEND 960 MAX,89.99,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
TEAMGROUP T-Force Cardea Z540,219.99,2000.0,0.11,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Intenso High Performance,20.95,120.0,0.175,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Hitachi 0F23663,1045.0,6000.0,0.174,7200,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Orico D10,119.99,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Green,49.0,240.0,0.204,SSD,,M.2-2280,M.2 SATA,2025-07-23
SanDisk Ultra 3D,113.15,500.0,0.226,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Crucial P510 W/Heatsink,189.99,2000.0,0.095,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Seagate Exos X14,249.99,14000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Lexar NM790 w/Heatsink,71.48,1000.0,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
PNY CS3140,74.99,1000.0,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Samsung 960 Pro,195.86,512.0,0.383,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Lexar NS100,54.99,1000.0,0.055,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
FanXiang S101,56.99,1000.0,0.057,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate IronWolf NAS,230.0,6000.0,0.038,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Intel 670p,168.0,2000.0,0.084,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Mushkin Vortex Redline,92.99,1000.0,0.093,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Gigabyte AORUS Gen4,154.68,1000.0,0.155,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Blue,84.99,4000.0,0.021,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Sabrent Rocket 4,199.99,2000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
MSI SPATIUM M580 FROZR,322.99,2000.0,0.161,SSD,4096.0,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Samsung 860 Evo,372.32,4000.0,0.093,SSD,4096.0,2.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP600 PRO XT,369.99,4000.0,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Intel 660p,149.0,1000.0,0.149,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
HP EX920,67.98,512.0,0.133,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Corsair MP600 PRO NH,99.99,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Blue,37.99,1000.0,0.038,5400,8.0,2.5,SATA 6.0 Gb/s,2025-07-23
