name,price,capacity,price_per_gb,type,cache,form_factor,interface,snapshot_date
Seagate FireCuda 520,99.9,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
PNY CS3140,139.99,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Kingston Fury Renegade with Heat Sink,319.0,4000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Black SN850,222.99,2000.0,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate IronWolf Pro,255.0,8000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Hitachi Ultrastar 7K6000,75.63,4000.0,0.019,7200,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
GOODRAM PX700,107.33,1024.0,0.105,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Kingston A2000,99.99,250.0,0.4,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
KIOXIA EXCERIA,74.31,960.0,0.077,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP600 GS,69.98,500.0,0.14,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Addlink S70,32.88,512.0,0.064,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Corsair MP700 PRO w/Heatsink,554.99,4000.0,0.139,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
ADATA SU800,47.94,256.0,0.187,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP600 GS,72.88,1000.0,0.073,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Kingston Fury Renegade with Heat Sink,109.99,1000.0,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
TEAMGROUP T-Force Cardea Z540,139.99,1000.0,0.14,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Corsair MP700 PRO SE with Air Cooler,283.99,2000.0,0.142,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
MSI SPATIUM M470,149.99,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Samsung MZVPV512HDGL-00000,69.0,512.0,0.135,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Samsung 850 Pro,200.87,512.0,0.392,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD Red Pro,199.99,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Green,99.99,2000.0,0.05,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Patriot Burst Elite,51.99,960.0,0.054,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Transcend 110S,20.99,128.0,0.164,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Kingston KC600,89.99,1024.0,0.088,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD_BLACK,129.99,4000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
MSI SPATIUM S270,39.0,240.0,0.163,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red,141.94,4000.0,0.035,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red SN700,100.0,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Ultrastar DC HC550,310.49,16000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
TEAMGROUP CX2,48.99,1000.0,0.049,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue SN550,69.99,500.0,0.14,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Intel 660p,199.0,2048.0,0.097,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Blue,102.99,2000.0,0.051,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Black AN1500,887.71,2000.0,0.444,SSD,,PCIe,PCIe x8,2025-07-23
Intenso Top Performance,35.75,512.0,0.07,SSD,,M.2-2280,M.2 SATA,2025-07-23
Kingston SSDNow V200,79.98,128.0,0.625,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
ADATA Ultimate SU750,80.0,1000.0,0.08,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate IronWolf NAS,433.1,16000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Intel 760p,79.98,256.0,0.312,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Seagate Exos 7E10 512e/4Kn,233.99,10000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate IronWolf Pro,273.99,10000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
PNY XLR8 CS3140 w/Heatsink,611.17,2000.0,0.306,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Sabrent Rocket Q4,150.05,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Red SA500,72.98,500.0,0.146,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue SA510,29.99,250.0,0.12,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate IronWolf Pro,155.0,4000.0,0.039,7200,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Green,91.49,1000.0,0.091,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Orico O7000,37.99,512.0,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Ultrastar,239.99,8000.0,0.03,7200,,3.5,SATA 6.0 Gb/s,2025-07-23
Toshiba MG04ACA400N,110.0,4000.0,0.028,7200,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
TEAMGROUP T-Create Classic DL,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Gold,289.99,8000.0,0.036,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate ST2000NX0253,146.44,2000.0,0.073,7200,128.0,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red,274.41,10000.0,0.027,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
TEAMGROUP A440 Lite,70.98,1000.0,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Lexar PLAY,756.65,8000.0,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Blue,46.0,250.0,0.184,SSD,,M.2-2280,M.2 SATA,2025-07-23
Verbatim Vi550,20.99,256.0,0.082,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate EXOS Enterprise,216.59,8000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Transcend MTS800,50.67,32.0,1.583,SSD,,M.2-2280,M.2 SATA,2025-07-23
Toshiba N300 NAS,124.99,4000.0,0.031,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Caviar Blue,78.95,500.0,0.158,7200,16.0,3.5,SATA 3.0 Gb/s,2025-07-23
Seagate EE25.2,22.0,40.0,0.55,5400,8.0,2.5,SATA 3.0 Gb/s,2025-07-23
Lexar NM610,36.99,250.0,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Red,119.0,2000.0,0.06,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate FireCuda 520,160.38,500.0,0.321,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Samsung 860 Pro,237.99,512.0,0.465,SSD,512.0,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital VelociRaptor,199.99,600.0,0.333,10000,32.0,3.5,SATA 6.0 Gb/s,2025-07-23
Toshiba HDKCC00,25.0,500.0,0.05,7200,16.0,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate Barracuda Compute,89.0,2000.0,0.045,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Samsung 860 Pro,299.99,1000.0,0.3,SSD,1024.0,2.5,SATA 6.0 Gb/s,2025-07-23
Silicon Power A55,32.97,512.0,0.064,SSD,,M.2-2280,M.2 SATA,2025-07-23
Corsair MP600 MICRO,174.99,2000.0,0.087,SSD,,M.2-2242,M.2 PCIe 4.0 X4,2025-07-23
Lenovo S4520,465.38,240.0,1.939,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red SN700,52.99,250.0,0.212,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Toshiba X300,199.99,4000.0,0.05,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
PNY CS2140,118.57,1000.0,0.119,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Samsung 860 Pro,430.0,2000.0,0.215,SSD,2048.0,2.5,SATA 6.0 Gb/s,2025-07-23
Gigabyte GP-GSM2NE3512GNTD,143.0,512.0,0.279,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
TEAMGROUP T-Force GE PRO AirFlow,399.99,4000.0,0.1,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Western Digital Red,268.5,8000.0,0.034,5400,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP600 ELITE PS5,89.99,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Purple,76.94,2000.0,0.038,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate SkyHawk AI,299.99,16000.0,0.019,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
MSI SPATIUM M480 PRO PLAY,143.94,2000.0,0.072,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate Exos X20,379.83,18000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Mushkin Tempest,111.65,1000.0,0.112,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Lexar NQ780,114.49,1000.0,0.114,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
FanXiang S101,109.99,2000.0,0.055,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Toshiba P300,157.75,3000.0,0.053,7200,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue,112.99,3000.0,0.038,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Hitachi Ultrastar He12,255.0,12000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Black SN850 w/Heatsink,233.99,2000.0,0.117,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
KIOXIA EXCERIA,79.5,500.0,0.159,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital WD_BLACK SN850P for PS5,199.99,2000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate Barracuda Compute,119.99,6000.0,0.02,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate Pulsar.2,4777.83,800.0,,SSD,,2.5,SAS 6.0 Gb/s,2025-07-23
Western Digital Gold,279.99,12000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
ADATA SU630,68.99,960.0,0.072,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Patriot P400 Lite,212.99,4000.0,0.053,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Verbatim Vi3000,116.81,2000.0,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Toshiba S300,83.51,2000.0,0.042,5400,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Toshiba MQ04ABF100,49.0,1000.0,0.049,5400,128.0,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Caviar Black,151.46,2000.0,0.076,7200,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Samsung 860 Evo,406.11,2000.0,0.203,SSD,2048.0,M.2-2280,M.2 SATA,2025-07-23
FanXiang S770,289.99,4000.0,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
TEAMGROUP T-FORCE G70 PRO Aluminum,284.99,4000.0,0.071,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Orico D10,59.99,1000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Seagate SkyHawk,75.98,2000.0,0.038,5900,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Intel 660p,71.98,512.0,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
ADATA XPG GAMMIX S50 Lite,205.18,1000.0,0.205,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
KingSpec NXM,54.99,1000.0,0.055,SSD,,M.2-2242,M.2 PCIe 3.0 X4,2025-07-23
Seagate SkyHawk AI,196.99,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red Plus,260.0,8000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Purple Surveillance,89.99,3000.0,0.03,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Orico Y-20,46.78,1000.0,0.047,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Samsung 860 Pro,225.0,256.0,0.879,SSD,512.0,2.5,SATA 6.0 Gb/s,2025-07-23
Timetec 30TT253X2,46.99,1000.0,0.047,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
ADATA XPG SPECTRIX S20G,66.06,500.0,0.132,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Gigabyte GP-GSTFS31256GTND,30.76,256.0,0.12,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Verbatim Vi3000,27.99,256.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
TEAMGROUP T-Create Classic DL,119.99,2000.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Kingston KC600,102.95,1024.0,0.101,SSD,,mSATA,mSATA,2025-07-23
TEAMGROUP T-Create Classic C47,259.99,4000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital WD Red Pro,310.0,10000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Toshiba OCZ TR200,25.99,240.0,0.108,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Micron 5200 Ion,1099.0,7680.0,0.143,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Inland QN322,59.99,1000.0,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Seagate EXOS Enterprise,159.99,4000.0,0.04,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Red Plus,135.0,4000.0,0.034,5400,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP600 PRO LPX,344.99,4000.0,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
OCZ Agility 3,149.99,60.0,2.5,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP600 ELITE w/Heatsink,309.99,4000.0,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate IronWolf,91.13,1000.0,0.091,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Samsung MZ-75E4T0B,499.99,4000.0,0.125,SSD,4096.0,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Ultrastar DC HC550,385.65,14000.0,0.028,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Corsair MP700,289.99,2000.0,0.145,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Seagate BarraCuda 120,129.99,500.0,0.26,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Kingston A400,339.0,1920.0,0.177,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
KIOXIA EXCERIA w/Heatsink,249.99,4000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Toshiba S300,168.26,6000.0,0.028,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Lexar NQ100,47.21,480.0,0.098,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Acer FA100,27.99,256.0,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Black,59.99,500.0,0.12,7200,32.0,2.5,SATA 6.0 Gb/s,2025-07-23
Inland Platinum,53.99,1024.0,0.053,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Intel 545s,165.32,256.0,0.646,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Purple,224.99,8000.0,0.028,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Lexar NS100,34.98,512.0,0.068,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Purple,59.68,1000.0,0.06,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Samsung 860 QVO,499.99,4000.0,0.125,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Gold,257.45,4000.0,0.064,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Intenso 3812430,20.96,128.0,0.164,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate FireCuda 520,487.71,2000.0,0.244,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Samsung 850 Pro,304.99,2000.0,0.152,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
SK Hynix SL308,65.0,250.0,0.26,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital PC SN730,94.9,512.0,0.185,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital AV-25,34.99,1000.0,0.035,5400,16.0,2.5,SATA 3.0 Gb/s,2025-07-23
TEAMGROUP T-Force Cardea Z540,443.99,4000.0,0.111,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
ADATA Legend 960,206.77,2000.0,0.103,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Gold,97.69,2000.0,0.049,7200,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate Exos X18,363.56,12000.0,0.03,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Transcend 110S,28.18,256.0,0.11,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Red Plus,459.99,14000.0,0.033,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Verbatim Vi7000G,148.99,2000.0,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
ADATA LEGEND 970,205.34,1000.0,0.205,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Silicon Power A58,92.99,2000.0,0.046,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
PNY XLR8 CS3030,229.99,2000.0,0.115,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Toshiba P300,120.3,4000.0,0.03,5400,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue,107.99,1000.0,0.108,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Sabrent Rocket 4,341.13,4000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Corsair MP700 PRO w/Heatsink,161.99,1000.0,0.162,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Mushkin Helix-L,37.99,512.0,0.074,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Blue Mobile,28.5,500.0,0.057,5400,16.0,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate FireCuda 530R w/Heatsink,84.95,1000.0,0.085,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Seagate Barracuda Compute,56.99,1000.0,0.057,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Micron 3400,149.99,1000.0,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Toshiba MG08ADA800E,248.66,8000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
KingSpec NXM,36.99,512.0,0.072,SSD,,M.2-2242,M.2 PCIe 3.0 X4,2025-07-23
Solidigm P41 Plus,81.17,500.0,0.162,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Corsair MP600 ELITE w/Heatsink,156.99,2000.0,0.078,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Orico Y-20,25.49,512.0,0.05,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Lexar NM790 w/Heatsink,129.4,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
PNY CS3150 RGB,219.99,2000.0,0.11,SSD,,M.2-2280,M.2 PCIe 5.0 X4,2025-07-23
Toshiba MG03SCA,30.0,1000.0,0.03,7200,64.0,3.5,SAS 6.0 Gb/s,2025-07-23
Seagate ST1000DX001,80.0,1000.0,0.08,,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Samsung 850 Pro,219.99,1000.0,0.22,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
ADATA LEGEND 900,71.25,512.0,0.139,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
FanXiang S660,69.34,1000.0,0.069,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Blue Mobile,49.5,1000.0,0.05,5400,128.0,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue,34.99,500.0,0.07,7200,32.0,3.5,SATA 6.0 Gb/s,2025-07-23
OWC Aura Ultra IV,1149.99,8000.0,0.144,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Oyen Digital Dash Pro w/Heat Sink,849.0,8000.0,0.106,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
ADATA Legend 960,108.82,1000.0,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
PNY CS900,219.99,4000.0,0.055,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate BarraCuda Pro,287.99,10000.0,0.029,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Purple Surveillance,127.83,6000.0,0.021,5400,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Inland Professional,22.99,240.0,0.096,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Seagate Constellation ES.3,48.0,1000.0,0.048,7200,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD_BLACK SN770M,89.52,1000.0,0.09,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2025-07-23
Seagate BarraCuda Pro,324.45,12000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD_BLACK,344.45,8000.0,0.043,7200,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Patriot P400,64.98,1000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Micron 7400 PRO,749.99,3840.0,,SSD,,M.2-22110,M.2 PCIe 4.0 X4,2025-07-23
ADATA XPG GAMMIX S70 Blade,71.18,512.0,0.139,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Acer FA100,37.99,512.0,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
ADATA Ultimate SU650,38.15,480.0,0.079,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD Red Pro,314.99,14000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue,216.99,2000.0,0.108,SSD,,M.2-2280,M.2 SATA,2025-07-23
Timetec PINNACLE SD1-INDEX,65.99,1000.0,0.066,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
TEAMGROUP CX2,19.99,256.0,0.078,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
PNY CS2241,229.99,4000.0,0.057,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Hitachi HDS723030ALA640,69.98,3000.0,0.023,7200,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Kingston Q500,67.43,960.0,0.07,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD_BLACK,219.99,6000.0,0.037,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Toshiba X300,149.0,4000.0,0.037,7200,128.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Blue,109.99,2000.0,0.055,5400,64.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD_BLACK SN770M,169.99,2000.0,0.085,SSD,,M.2-2230,M.2 PCIe 4.0 X4,2025-07-23
PNY CS2140,47.91,500.0,0.096,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
HP EX920,111.32,1000.0,0.111,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Lexar NS100,109.99,2000.0,0.055,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Samsung 960 Pro,399.99,1000.0,0.4,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Sabrent Rocket Q,430.85,2000.0,0.215,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Gold,349.99,16000.0,0.022,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate Exos X24,329.45,16000.0,0.021,7200,512.0,3.5,SATA 6.0 Gb/s,2025-07-23
Seagate Exos X24,509.99,24000.0,0.021,7200,512.0,3.5,SAS 12.0 Gb/s,2025-07-23
Corsair Force MP500,129.47,120.0,1.079,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Seagate FireCuda 530R w/Heatsink,354.99,4000.0,0.089,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Red SA500,226.9,2000.0,0.113,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital WD Red Pro,199.99,6000.0,0.033,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Black SN850,126.66,500.0,0.253,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Silicon Power XS70,107.2,1000.0,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Green,22.8,240.0,0.095,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Gigabyte GP-GSTFS31100TNTD,82.82,1000.0,0.083,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Kingston NV1,59.12,250.0,0.236,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
KingSpec XG7000,43.99,512.0,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Blue SA510,42.99,500.0,0.086,SSD,,M.2-2280,M.2 SATA,2025-07-23
Seagate FireCuda,84.0,1000.0,0.084,,,2.5,SATA 6.0 Gb/s,2025-07-23
Lexar NM710,69.98,500.0,0.14,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Inland TN450,43.99,500.0,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4,2025-07-23
Western Digital Ultrastar DC HC330,269.99,10000.0,0.027,7200,256.0,3.5,SATA 6.0 Gb/s,2025-07-23
Samsung 850 Evo,299.99,2000.0,0.15,SSD,,2.5,SATA 6.0 Gb/s,2025-07-23
Western Digital Black,199.95,512.0,0.391,SSD,,M.2-2280,M.2 PCIe 3.0 X4,2025-07-23
Western Digital Caviar Blue,35.0,250.0,0.14,7200,16.0,3.5,SATA 6.0 Gb/s,2025-07-23
