name,price,type,efficiency,wattage,modular,color,snapshot_date
be quiet! System Power 10,116.34,ATX,bronze,450,false,Black,2024-03-27
EVGA 600 W1,71.95,ATX,plus,600,false,,2024-03-27
Apevia CAPTAIN,31.99,ATX,,550,false,Black,2024-03-27
SeaSonic FOCUS GX,154.99,ATX,gold,850,Full,Black,2024-03-27
be quiet! Pure Power 11,128.41,ATX,gold,400,false,Black,2024-03-27
MSI MEG Ai1300P PCIE5,304.0,ATX,platinum,1300,Full,Black / Copper,2024-03-27
SeaSonic FOCUS Plus 650 Gold,140.51,ATX,gold,650,Full,,2024-03-27
Corsair HX1200 Platinum,429.0,ATX,platinum,1200,Full,,2024-03-27
Deepcool PX850G,99.99,ATX,gold,850,Full,Black,2024-03-27
Lian Li SP850,134.76,SFX,gold,850,Full,Black,2024-03-27
Thermaltake Toughpower GF A3 Snow,119.99,ATX,gold,850,Full,White,2024-03-27
SeaSonic FOCUS GX,161.87,ATX,gold,750,Full,Black,2024-03-27
Thermaltake Smart,54.99,ATX,plus,700,false,,2024-03-27
NZXT C750 (2022),94.99,ATX,gold,750,Full,Black,2024-03-27
Corsair HX1000i (2023),259.99,ATX,platinum,1000,Full,Black,2024-03-27
Corsair RMe (2023),169.99,ATX,gold,1200,Full,Black,2024-03-27
EVGA SuperNOVA 850 GT,129.99,ATX,gold,850,Full,Black,2024-03-27
Corsair CX (2023),59.99,ATX,bronze,650,false,Black,2024-03-27
be quiet! Straight Power 12,169.9,ATX,platinum,1000,Full,Black,2024-03-27
Lian Li SP,140.07,SFX,gold,750,Full,Black,2024-03-27
EVGA 500 W1,49.99,ATX,plus,500,false,,2024-03-27
Cooler Master MWE GOLD 750 V2 FULL MODULAR,148.29,ATX,gold,750,Full,Black,2024-03-27
EVGA SuperNOVA 1600 T2,769.0,ATX,titanium,1600,Full,,2024-03-27
EVGA SuperNOVA 1000 GT,149.99,ATX,gold,1000,Full,Black,2024-03-27
be quiet! Straight Power 12,179.9,ATX,platinum,1200,Full,Black,2024-03-27
Lian Li SP750,237.48,SFX,gold,750,Full,White,2024-03-27
Gigabyte UD1000GM,119.99,ATX,gold,1000,Full,Black,2024-03-27
EVGA SuperNOVA 750 GT,109.99,ATX,gold,750,Full,Black,2024-03-27
Asus ROG THOR P2 Gaming,309.99,ATX,platinum,1200,Full,Silver / Black,2024-03-27
Gigabyte UD850GM,104.99,ATX,gold,850,Full,Black,2024-03-27
SeaSonic PRIME TX-1000,298.87,ATX,titanium,1000,Full,Black,2024-03-27
be quiet! Dark Power Pro 13,399.99,ATX,titanium,1600,Full,Black,2024-03-27
Cooler Master V SFX Gold ATX 3.0,130.99,SFX,gold,850,Full,Black,2024-03-27
Sparkle FSP350-60GNV,69.99,SFX,,350,false,,2024-03-27
Corsair HX1000 Platinum,375.0,ATX,platinum,1000,Full,,2024-03-27
Corsair RM850x White,336.24,ATX,gold,850,Full,White / Black,2024-03-27
EVGA SuperNOVA 1300 G+,269.98,ATX,gold,1300,Full,Black,2024-03-27
Asus TUF Gaming B,69.15,ATX,bronze,550,false,Black,2024-03-27
Super Flower Leadex Titanium,204.98,ATX,titanium,1000,Full,Black,2024-03-27
Corsair VS500 (2020),111.02,ATX,bronze,500,false,Black,2024-03-27
Thermaltake Toughpower GX1,85.8,ATX,gold,600,false,Black,2024-03-27
Thermaltake Toughpower GF3 TT Premium,197.96,ATX,gold,1350,Full,Black,2024-03-27
EVGA SuperNOVA 750 G5,149.16,ATX,gold,750,Full,Black / Green,2024-03-27
EVGA GE,79.98,ATX,gold,600,false,Black,2024-03-27
Deepcool PX850G WH,129.99,ATX,gold,850,Full,White,2024-03-27
Logisys PS480D2,16.98,ATX,,480,false,,2024-03-27
Corsair HX850i,396.0,ATX,platinum,850,Full,,2024-03-27
GameMax RGB Rainbow,89.99,ATX,gold,750,Full,Black,2024-03-27
Azza PSAZ-550W,54.99,ATX,bronze,550,false,Black,2024-03-27
be quiet! Straight Power 11 850W,267.12,ATX,gold,850,Full,,2024-03-27
Montech TITAN GOLD 1200W,164.99,ATX,gold,1200,Full,Black,2024-03-27
EVGA SuperNOVA 850 G6,209.31,ATX,gold,850,Full,Black,2024-03-27
Corsair CX650F,199.97,ATX,bronze,650,Full,Black,2024-03-27
SeaSonic FOCUS SGX,172.61,SFX,gold,650,Full,Black,2024-03-27
Corsair CXM,162.46,ATX,bronze,750,Semi,,2024-03-27
Corsair RM550x (2018),216.0,ATX,gold,550,Full,Black / Silver,2024-03-27
Silverstone ET500-ARGB,88.64,ATX,bronze,500,false,Black,2024-03-27
ADATA XPG FUSION 1600,699.99,ATX,titanium,1600,Full,Black / Silver,2024-03-27
SeaSonic PRIME PX-1600 ATX 3.0,469.99,ATX,platinum,1600,Full,Black / Silver,2024-03-27
Corsair CX750 (2017),94.99,ATX,bronze,750,false,,2024-03-27
be quiet! Pure Power 11 600,127.29,ATX,gold,600,false,Black,2024-03-27
Silverstone Essential,65.64,ATX,gold,550,false,Black / Yellow,2024-03-27
Silverstone Extreme 850R Platinum,201.73,SFX,platinum,850,Full,Black,2024-03-27
Super Flower Leadex Platinum SE,139.99,ATX,platinum,1000,Full,Black,2024-03-27
SeaSonic FOCUS Gold,79.98,ATX,gold,550,Semi,,2024-03-27
Corsair HX1200i,599.0,ATX,platinum,1200,Full,,2024-03-27
Corsair CX600,237.48,ATX,bronze,600,false,,2024-03-27
Corsair RM750x,170.0,ATX,gold,750,Full,,2024-03-27
EVGA SuperNOVA 650 G3,172.49,ATX,gold,650,Full,,2024-03-27
Corsair TX550M Gold,237.47,ATX,gold,550,Semi,,2024-03-27
NZXT C650,89.53,ATX,bronze,650,Semi,Black,2024-03-27
EVGA SuperNOVA 650 G5,109.99,ATX,gold,650,Full,Black / Green,2024-03-27
Thermaltake Thermaltake TP-750M,79.98,ATX,gold,750,Semi,,2024-03-27
Corsair CX500M,180.76,ATX,bronze,500,Semi,,2024-03-27
be quiet! Pure Power 11,84.32,ATX,gold,500,false,Black,2024-03-27
Corsair RM750x White (2018),220.0,ATX,gold,750,Full,White / Black,2024-03-27
Asus ROG LOKI,185.99,SFX,platinum,750,Full,Black / Silver,2024-03-27
Corsair HX750 Platinum,298.91,ATX,platinum,750,Full,,2024-03-27
Fractal Design Ion Gold,238.55,ATX,gold,850,Full,Black,2024-03-27
Silverstone SFX,95.38,SFX,bronze,450,false,Black,2024-03-27
Super Flower LEADEX VII XG,188.98,ATX,gold,1000,Full,Black,2024-03-27
EVGA SuperNOVA 1000 P3,214.99,ATX,platinum,1000,Full,Black / Silver,2024-03-27
Corsair RM850 (2019),189.53,ATX,gold,850,Full,Black,2024-03-27
Super Flower Leadex III Gold,125.99,ATX,gold,550,Full,Black,2024-03-27
Antec CSK,100.58,ATX,bronze,750,Semi,Black / Yellow,2024-03-27
Thermaltake Toughpower SFX,169.99,SFX,gold,1000,Full,Black,2024-03-27
Xilence XP500R6,89.41,ATX,,500,false,Black / Red,2024-03-27
SeaSonic PRIME PX-1300,408.47,ATX,platinum,1300,Full,Black,2024-03-27
Super Flower Leadex III ARGB,134.99,ATX,gold,750,Full,White,2024-03-27
Corsair RM650,204.99,ATX,gold,650,Full,Black,2024-03-27
Corsair CX750F,220.03,ATX,bronze,750,Full,White / Black,2024-03-27
Apevia Prestige,74.98,ATX,gold,1000,false,Black,2024-03-27
FSP Group FSP400-60FGGBA,107.72,Flex ATX,gold,400,false,,2024-03-27
ADATA XPG Core Reactor II,99.99,ATX,gold,850,Full,Black,2024-03-27
KOLINK Regulator,109.99,ATX,gold,750,Full,Black,2024-03-27
EVGA 750 BQ,138.72,ATX,bronze,750,Semi,,2024-03-27
EVGA SuperNOVA 1000 G7,239.99,ATX,gold,1000,Full,Black / Blue,2024-03-27
EVGA SuperNOVA 1600 P+,479.99,ATX,platinum,1600,Full,Black,2024-03-27
EVGA SuperNOVA 1600 G+,269.99,ATX,gold,1600,Full,Black,2024-03-27
Thermaltake Toughpower GF1 PE,122.45,ATX,gold,750,Full,Black,2024-03-27
Corsair RM850x (2018),342.93,ATX,gold,850,Full,White / Black,2024-03-27
Cooler Master MasterWatt 550,88.83,ATX,bronze,550,Semi,,2024-03-27
SeaSonic G12 GM,155.41,ATX,gold,850,Semi,Black / Blue,2024-03-27
Deepcool PX1200G,178.3,ATX,gold,1200,Full,Black,2024-03-27
Corsair CX450 (2017),113.98,ATX,bronze,450,false,,2024-03-27
Super Flower LEADEX VII XG,189.99,ATX,gold,1300,Full,Black,2024-03-27
Montech CENTURY G5,89.0,ATX,gold,750,Full,Black,2024-03-27
Super Flower LEADEX VII XG,144.99,ATX,gold,850,Full,Black,2024-03-27
Thermaltake Toughpower GF3 TT Premium,199.99,ATX,gold,1200,Full,Black,2024-03-27
be quiet! Dark Power 13,189.9,ATX,titanium,750,Full,Black,2024-03-27
Silverstone DA750 Gold,133.37,ATX,gold,750,Full,Black / White,2024-03-27
Thermaltake Smart RGB 230V,141.0,ATX,plus,500,false,Black,2024-03-27
Corsair HX1200i,319.99,ATX,platinum,1200,Full,Black,2024-03-27
Cooler Master MasterWatt,117.39,ATX,bronze,650,Semi,,2024-03-27
Silverstone SST-TX300,74.98,TFX,bronze,300,false,Black,2024-03-27
Corsair RM750,220.03,ATX,gold,750,Full,,2024-03-27
Cooler Master XG850 Plus,154.75,ATX,platinum,850,Full,Black,2024-03-27
Silverstone SX700-PT,139.88,SFX,platinum,700,Full,Black,2024-03-27
EVGA 1000 GQ,139.99,ATX,gold,1000,Semi,,2024-03-27
FSP Group Hydro G Pro,179.51,ATX,gold,1000,Full,Black,2024-03-27
Raidmax RX-530SS,49.99,ATX,,530,Semi,,2024-03-27
be quiet! System Power 9 700 CM,177.05,ATX,bronze,700,Semi,Black,2024-03-27
Super Flower Leadex Titanium,319.99,ATX,titanium,1600,Full,Black,2024-03-27
EVGA SuperNOVA 750 GM,208.1,SFX,gold,750,Full,Black,2024-03-27
Corsair CX750M V2 (2017 Edition),209.0,ATX,bronze,750,Semi,Black / White,2024-03-27
Deepcool DQ750-M-V2L,161.77,ATX,gold,750,Full,Black / Green,2024-03-27
Corsair CX550M,192.0,ATX,bronze,550,Semi,,2024-03-27
Silverstone SX-G,133.24,SFX,gold,700,Full,Black,2024-03-27
Asus ROG THOR P2 Gaming EVA Edition,596.0,ATX,platinum,1000,Full,Black / Silver,2024-03-27
Thermaltake Toughpower GF A3 - TT Premium Edition,153.0,ATX,gold,1200,Full,Black,2024-03-27
be quiet! SFX L Power,178.93,SFX,gold,500,Full,,2024-03-27
EVGA 500 GD,101.49,ATX,gold,500,false,Black,2024-03-27
EVGA SuperNOVA 850G XC,125.34,ATX,gold,850,Full,Black,2024-03-27
Corsair HX1000i,401.0,ATX,platinum,1000,Full,,2024-03-27
Corsair RM850,197.88,ATX,gold,850,Full,Black,2024-03-27
Silverstone SFX,73.98,SFX,bronze,300,false,Black,2024-03-27
be quiet! Straight Power 12,249.9,ATX,platinum,1500,Full,Black,2024-03-27
Asus ROG LOKI,212.89,SFX,platinum,850,Full,Black / Silver,2024-03-27
Silverstone FX600 Platinum,178.99,Flex ATX,,600,false,Black,2024-03-27
Thermaltake Smart BX1 650,59.99,ATX,bronze,650,false,Black,2024-03-27
SeaSonic PRIME Ultra Titanium,309.99,ATX,titanium,1000,Full,,2024-03-27
SeaSonic FOCUS GX,148.09,ATX,gold,650,Full,Black,2024-03-27
SeaSonic FOCUS PX,173.99,ATX,platinum,850,Full,Black,2024-03-27
Asus Prime AP-850G,129.99,ATX,gold,850,Full,White / Black,2024-03-27
Silverstone SX1000-LPT,266.95,SFX,platinum,1000,Full,Black,2024-03-27
EVGA SuperNOVA 1600 G2,479.0,ATX,gold,1600,Full,,2024-03-27
Asus ROG Strix Aura Edition,239.99,ATX,gold,1200,Full,Black,2024-03-27
be quiet! Pure Power 12 M,149.9,ATX,gold,1200,Full,Black,2024-03-27
Corsair AX1200i,657.73,ATX,platinum,1200,Full,,2024-03-27
Asus ROG Strix Aura Edition,208.67,ATX,gold,1000,Full,Black,2024-03-27
Asus ROG LOKI,215.61,SFX,platinum,850,Full,White / Silver,2024-03-27
be quiet! Straight Power 12,139.9,ATX,platinum,750,Full,Black,2024-03-27
be quiet! System Power 9 CM,157.81,ATX,bronze,400,Semi,Black,2024-03-27
Asus ROG Strix,119.99,ATX,gold,750,Full,Black / Red,2024-03-27
be quiet! System Power 10,155.34,ATX,bronze,550,false,Black,2024-03-27
SeaSonic S12III,69.0,ATX,bronze,650,false,Black,2024-03-27
EVGA 750 GQ,103.95,ATX,gold,750,Semi,,2024-03-27
ADATA XPG CORE Reactor 750,89.99,ATX,gold,750,Full,Black,2024-03-27
Gigabyte UD1000GM PG5 (rev. 2.0),119.99,ATX,gold,1000,Full,Black,2024-03-27
SeaSonic VERTEX PX-1200,329.99,ATX,platinum,1200,Full,Black / Silver,2024-03-27
Thermaltake Toughpower GF3 TT Premium,104.99,ATX,gold,750,Full,Black,2024-03-27
EVGA 650 BQ,84.99,ATX,bronze,650,Semi,,2024-03-27
GameMax GX Pro Rampage,159.99,ATX,platinum,1050,Full,White,2024-03-27
be quiet! SFX Power 3 450,100.49,SFX,bronze,450,false,Black,2024-03-27
EVGA SuperNOVA 1300 GT,249.99,ATX,gold,1300,Full,Black,2024-03-27
Asus ROG-STRIX-850G,146.19,ATX,gold,850,Full,Black,2024-03-27
SeaSonic VERTEX GX-1000,189.99,ATX,gold,1000,Full,Black / Silver,2024-03-27
EVGA SuperNOVA 850 G5,134.99,ATX,gold,850,Full,Black / Green,2024-03-27
SeaSonic PRIME TX-1300 ATX 3.0,516.98,ATX,titanium,1300,Full,Black / Silver,2024-03-27
Thermaltake Toughpower GF3 TT Premium,114.99,ATX,gold,850,Full,Black,2024-03-27
Super Flower Leadex Platinum SE,144.99,ATX,platinum,1000,Full,White,2024-03-27
Corsair RM850x,180.94,ATX,gold,850,Full,,2024-03-27
GameMax RGB Rainbow,99.99,ATX,gold,850,Full,Black,2024-03-27
FSP Group Hydro GE,89.99,ATX,gold,550,Full,,2024-03-27
SeaSonic FOCUS Plus Gold,159.99,ATX,gold,1000,Full,Black,2024-03-27
EVGA 600 BQ,149.99,ATX,bronze,600,Semi,,2024-03-27
EVGA 750 N1,77.26,ATX,,750,false,,2024-03-27
Super Flower Leadex III Gold,119.99,ATX,gold,850,Full,Black,2024-03-27
Corsair AX1500i,749.0,ATX,titanium,1500,Full,,2024-03-27
SeaSonic PRIME TX-1600 ATX 3.0,596.83,ATX,titanium,1600,Full,Black / Silver,2024-03-27
SeaSonic PRIME TX,439.99,ATX,titanium,1300,Full,Black / Silver,2024-03-27
EVGA 850 GQ,186.17,ATX,gold,850,Semi,,2024-03-27
Silverstone FX350-G,99.99,Flex ATX,gold,350,false,Black,2024-03-27
Athena Power AP-MTFX30,36.99,TFX,,300,false,,2024-03-27
Apevia Galaxy,79.98,ATX,gold,1000,Semi,Black,2024-03-27
Corsair CX650 (2017),148.97,ATX,bronze,650,false,,2024-03-27
G.Skill MB750G,84.99,ATX,gold,750,Full,Black,2024-03-27
SeaSonic FOCUS,155.41,ATX,gold,850,Semi,Black,2024-03-27
Corsair CX450M (2015),136.77,ATX,bronze,450,Semi,,2024-03-27
EVGA 650 N1,66.8,ATX,,650,false,,2024-03-27
Cooler Master Elite 400 V3,63.49,ATX,plus,400,false,Black,2024-03-27
Thermaltake Toughpower GF A3 - TT Premium Edition,90.99,ATX,gold,650,Full,Black,2024-03-27
Thermaltake Toughpower GX3,89.99,ATX,gold,850,false,Black,2024-03-27
EVGA SuperNOVA 1000 G5,159.99,ATX,gold,1000,Full,Black / Green,2024-03-27
CoolMax ZX-500,39.99,ATX,plus,500,false,,2024-03-27
Super Flower Leadex Platinum SE,159.99,ATX,platinum,1200,Full,Black,2024-03-27
Asus ROG THOR 850P,349.99,ATX,platinum,850,Full,Black / Red,2024-03-27
be quiet! Pure Power 9 CM,153.84,ATX,bronze,600,Semi,Black,2024-03-27
EVGA 550 BP,64.98,ATX,bronze,550,false,Black,2024-03-27
Corsair SF450,300.02,SFX,platinum,450,Full,Black,2024-03-27
Corsair RM650 (2019),210.09,ATX,gold,650,Full,Black,2024-03-27
Aerocool LUX RGB 750M (230V EU),173.22,ATX,bronze,750,Semi,Black,2024-03-27
Silverstone HELA 1200R,234.84,ATX,platinum,1200,Full,Black,2024-03-27
Corsair HX1500i (2022),367.0,ATX,platinum,1500,Full,Black,2024-03-27
EVGA SuperNOVA 1000 G+,341.99,ATX,gold,1000,Full,Black,2024-03-27
Phanteks Revolt SFX,199.99,SFX,platinum,850,Full,Black,2024-03-27
PowerSpec PS 650GSM,74.98,ATX,gold,650,Semi,Black,2024-03-27
EVGA SuperNOVA 750 G3,250.0,ATX,gold,750,Full,,2024-03-27
Corsair HX850 Platinum,359.99,ATX,platinum,850,Full,,2024-03-27
SeaSonic VERTEX PX-1000,279.99,ATX,platinum,1000,Full,Black / Silver,2024-03-27
Thermaltake TR2,49.99,ATX,bronze,450,false,,2024-03-27
EVGA 850 B5,110.09,ATX,bronze,850,Full,Black,2024-03-27
Azza PSAZ-650W,59.99,ATX,bronze,650,false,Black,2024-03-27
Corsair CX650M,199.99,ATX,bronze,650,Semi,,2024-03-27
Corsair SF600,220.0,SFX,gold,600,Full,,2024-03-27
Fractal Design Ion Gold,121.93,ATX,gold,550,Full,Black,2024-03-27
Corsair RM750,195.99,ATX,gold,750,Full,Black,2024-03-27
Apevia Signature,68.98,ATX,bronze,1050,Semi,Black,2024-03-27
EVGA 750 B5,99.99,ATX,bronze,750,Full,Black,2024-03-27
be quiet! Straight Power 11 750W,161.43,ATX,gold,750,Full,,2024-03-27
G.Skill MB750G,82.99,ATX,gold,750,Full,Black,2024-05-14
EVGA 850 B5,99.99,ATX,bronze,850,Full,Black,2024-05-14
CoolMax I-500,26.68,ATX,,500,false,,2024-05-14
Cooler Master MWE Bronze V2,719.3,ATX,bronze,650,false,Black,2024-05-14
Corsair RM750x SHIFT,89.99,ATX,gold,750,Full / Side,Black,2024-05-14
ADATA XPG CORE Reactor 650,84.94,ATX,gold,650,Full,Black,2024-05-14
EVGA SuperNOVA 1000G XC,124.99,ATX,gold,1000,Full,Black,2024-05-14
EVGA SuperNOVA 750 P5,169.99,ATX,platinum,750,Full,Black / Teal,2024-05-14
Lian Li SP850,141.87,SFX,gold,850,Full,Black,2024-05-14
EVGA 700 BR,71.98,ATX,bronze,700,false,,2024-05-14
Thermaltake Smart BM3,89.99,ATX,bronze,750,Semi,Black,2024-05-14
SeaSonic S12III,64.81,ATX,bronze,500,false,Black,2024-05-14
be quiet! Pure Power 12 M,146.9,ATX,gold,1200,Full,Black,2024-05-14
Deepcool PQ1000M,129.99,ATX,gold,1000,Full,Black,2024-05-14
EVGA SuperNOVA 850 GM,154.99,SFX,gold,850,Full,Black,2024-05-14
Thermaltake Smart BX1,74.98,ATX,bronze,750,false,Black,2024-05-14
GameMax GX Pro Rampage,85.99,ATX,gold,850,Full,Black,2024-05-14
be quiet! SFX L Power,130.53,SFX,gold,600,Full,,2024-05-14
Deepcool PX850G,114.99,ATX,gold,850,Full,Black,2024-05-14
Cooler Master V SFX Platinum,215.53,SFX,platinum,1100,Full,Black,2024-05-14
SeaSonic PRIME TX-1600 ATX 3.0,519.82,ATX,titanium,1600,Full,Black / Silver,2024-05-14
Gigabyte P550B,78.98,ATX,bronze,550,false,Black,2024-05-14
Asus TUF Gaming B,50.99,ATX,bronze,450,false,Black,2024-05-14
Athena Power AP-MTFX30,36.99,TFX,,300,false,,2024-05-14
Apevia Premier,59.99,ATX,gold,650,Semi,Black,2024-05-14
Corsair RM1200x SHIFT,205.99,ATX,gold,1200,Full / Side,Black,2024-05-14
SeaSonic VERTEX GX-1200,192.31,ATX,gold,1200,Full,Black / Silver,2024-05-14
Gigabyte UD1000GM,129.99,ATX,gold,1000,Full,Black,2024-05-14
Thermaltake Toughpower GF A3 - TT Premium Edition,89.99,ATX,gold,750,Full,Black,2024-05-14
EVGA 700 GD,84.99,ATX,gold,700,false,Black,2024-05-14
Corsair RM750 (2019),210.09,ATX,gold,750,Full,Black,2024-05-14
Lian Li SP750,139.99,SFX,gold,750,Full,White,2024-05-14
Corsair RM1000x,244.99,ATX,gold,1000,Full,,2024-05-14
Lian Li SP850,146.94,SFX,gold,850,Full,White,2024-05-14
SeaSonic FOCUS GX,129.99,ATX,gold,1000,Full,Black,2024-05-14
Corsair RM1000x SHIFT,188.14,ATX,gold,1000,Full / Side,White,2024-05-14
Thermaltake Toughpower GF3 TT Premium,289.99,ATX,gold,1650,Full,Black,2024-05-14
Gigabyte UD1000GM PG5 (rev. 2.0),114.99,ATX,gold,1000,Full,Black,2024-05-14
Thermaltake Toughpower GF3 TT Premium,102.0,ATX,gold,850,Full,Black,2024-05-14
Asus ROG THOR P2 Gaming,199.99,ATX,platinum,850,Full,Black / Silver,2024-05-14
SeaSonic FOCUS GX,94.99,ATX,gold,850,Full,Black,2024-05-14
Corsair RM850x SHIFT,144.99,ATX,gold,850,Full / Side,Black,2024-05-14
ADATA XPG Core Reactor II,104.99,ATX,gold,850,Full,White,2024-05-14
be quiet! Straight Power 12,159.9,ATX,platinum,850,Full,Black,2024-05-14
SeaSonic FOCUS Plus Gold,129.99,ATX,gold,1000,Full,Black,2024-05-14
be quiet! Dark Power Pro 13,369.9,ATX,titanium,1300,Full,Black,2024-05-14
SeaSonic FOCUS Gold,69.99,ATX,gold,550,Semi,,2024-05-14
Deepcool PM850D,84.99,ATX,gold,850,false,Black,2024-05-14
SeaSonic FOCUS Plus Platinum,134.99,ATX,platinum,850,Full,,2024-05-14
Asus ROG THOR P2 Gaming,329.99,ATX,platinum,1000,Full,Silver / Black,2024-05-14
Corsair RM1000x SHIFT,186.99,ATX,gold,1000,Full / Side,Black,2024-05-14
EVGA 400 N1,69.09,ATX,,400,false,,2024-05-14
Corsair CX550 (2017),167.87,ATX,bronze,550,false,,2024-05-14
EVGA SuperNOVA 750 GM,149.99,SFX,gold,750,Full,Black,2024-05-14
SeaSonic PRIME TX-1300 ATX 3.0,496.98,ATX,titanium,1300,Full,Black / Silver,2024-05-14
SeaSonic FOCUS SPX (2021),188.43,SFX,platinum,750,Full,Black,2024-05-14
Asus ROG LOKI,213.99,SFX,platinum,850,Full,White / Silver,2024-05-14
PowerSpec PS 650BF,58.99,ATX,bronze,650,false,Black,2024-05-14
Corsair RM750x (2018),164.99,ATX,gold,750,Full,Black,2024-05-14
PowerSpec PS 750BSM,72.98,ATX,bronze,750,Semi,Black,2024-05-14
be quiet! System Power 10,238.16,ATX,bronze,750,false,Black,2024-05-14
Montech CENTURY MINI,98.9,SFX,gold,750,Full,Black,2024-05-14
Thermaltake TR2,62.09,ATX,,500,false,,2024-05-14
be quiet! Pure Power 12 M,149.9,ATX,gold,550,Full,Black,2024-05-14
Corsair RM850x,174.88,ATX,gold,850,Full,,2024-05-14
Corsair RM650x (2018),182.99,ATX,gold,650,Full,Black / Silver,2024-05-14
Thermaltake TR2 S,74.2,ATX,plus,600,false,Black,2024-05-14
Thermaltake Toughpower GF3 TT Premium,162.99,ATX,gold,1000,Full,Black,2024-05-14
be quiet! System Power 10,186.12,ATX,bronze,550,false,Black,2024-05-14
be quiet! Straight Power 12,249.9,ATX,platinum,1500,Full,Black,2024-05-14
Raidmax XT,30.99,ATX,,400,false,,2024-05-14
EVGA SuperNOVA 650 G+,107.67,ATX,gold,650,Full,Black,2024-05-14
EVGA 750 BP,71.99,ATX,bronze,750,false,Black,2024-05-14
Silverstone SFX,111.67,SFX,gold,500,Full,,2024-05-14
Thermaltake Smart BX1 650,59.99,ATX,bronze,650,false,Black,2024-05-14
SeaSonic FOCUS PX,134.99,ATX,platinum,850,Full,Black,2024-05-14
EVGA SuperNOVA 1300 GT,188.99,ATX,gold,1300,Full,Black,2024-05-14
Thermaltake Smart BM3,79.98,ATX,bronze,850,Semi,Black,2024-05-14
Asus ROG Strix,134.99,ATX,gold,750,Full,Black / Red,2024-05-14
Asus ROG LOKI,207.99,SFX,platinum,850,Full,Black / Silver,2024-05-14
Cooler Master G700,69.99,ATX,gold,700,false,Black,2024-05-14
Azza PSAZ-550W,54.31,ATX,bronze,550,false,Black,2024-05-14
Thermaltake Toughpower GF3 TT Premium,99.99,ATX,gold,750,Full,Black,2024-05-14
Corsair SF600,215.0,SFX,platinum,600,Full,Black,2024-05-14
Gigabyte UD-GM PG5,124.99,ATX,gold,850,Full,White,2024-05-14
EVGA 750 N1,63.46,ATX,,750,false,,2024-05-14
Deepcool PX1000G WH,153.98,ATX,gold,1000,Full,White,2024-05-14
EVGA 650 GQ,94.95,ATX,gold,650,Semi,,2024-05-14
Asus TUF Gaming 750G,99.99,ATX,gold,750,Full,Black,2024-05-14
Gigabyte P850GM,129.99,ATX,gold,850,Full,Black,2024-05-14
Antec NeoECO Gold,139.38,ATX,gold,750,Full,,2024-05-14
be quiet! SFX L Power,128.84,SFX,gold,500,Full,,2024-05-14
Corsair RM1200x SHIFT,239.99,ATX,gold,1200,Full / Side,White,2024-05-14
EVGA 600 W1,60.91,ATX,plus,600,false,,2024-05-14
Vetroo GV1000,129.99,ATX,gold,1000,Full,White,2024-05-14
SeaSonic VERTEX GX-1000,169.99,ATX,gold,1000,Full,Black / Silver,2024-05-14
Silverstone SFX,217.98,SFX,titanium,800,Full,,2024-05-14
EVGA SuperNOVA 850G XC,99.99,ATX,gold,850,Full,Black,2024-05-14
Corsair HX1000i,362.62,ATX,platinum,1000,Full,,2024-05-14
SeaSonic VERTEX PX-1200,295.0,ATX,platinum,1200,Full,Black / Silver,2024-05-14
Corsair RM850x (2018),174.88,ATX,gold,850,Full,Black,2024-05-14
Silverstone SX500-G,107.99,SFX,gold,500,Full,,2024-05-14
EVGA SuperNOVA 1600 G2,599.99,ATX,gold,1600,Full,,2024-05-14
be quiet! SFX Power 3 450,179.5,SFX,bronze,450,false,Black,2024-05-14
be quiet! Dark Power 13,159.9,ATX,titanium,750,Full,Black,2024-05-14
MSI MEG Ai1000P PCIE5,251.0,ATX,platinum,1000,Full,Black / Copper,2024-05-14
SeaSonic S12III,69.0,ATX,bronze,650,false,Black,2024-05-14
EVGA 850 BQ,93.31,ATX,bronze,850,Semi,,2024-05-14
EVGA SuperNOVA 850 P5,119.99,ATX,platinum,850,Full,Black / Teal,2024-05-14
Cooler Master V850 Gold V2,202.25,ATX,gold,850,Full,Black,2024-05-14
MSI MAG A750BN PCIE5,84.0,ATX,bronze,750,false,Black,2024-05-14
Corsair RM750x (2021),99.99,ATX,gold,750,Full,Black,2024-05-14
Corsair CX750M (2021),89.95,ATX,bronze,750,Semi,Black,2024-05-14
Thermaltake Toughpower GF A3 Snow,119.99,ATX,gold,850,Full,White,2024-05-14
MSI A1000G PCIE5,157.99,ATX,gold,1000,Full,Black,2024-05-14
Corsair SF1000L,156.94,SFX,gold,1000,Full,Black,2024-05-14
Corsair CX (2023),74.98,ATX,bronze,750,false,Black,2024-05-14
Silverstone HELA,622.29,ATX,,2050,Full,Black / White,2024-05-14
Corsair CX (2023),64.98,ATX,bronze,650,false,Black,2024-05-14
Corsair AX1600i,609.94,ATX,titanium,1600,Full,,2024-05-14
Apevia Prestige,51.99,ATX,gold,600,false,Black,2024-05-14
be quiet! Dark Power 13,229.9,ATX,titanium,1000,Full,Black,2024-05-14
EVGA 650 B5,74.99,ATX,bronze,650,Full,Black,2024-05-14
Thermaltake Toughpower GX2,59.99,ATX,gold,600,false,Black,2024-05-14
Corsair RMe (2023),169.99,ATX,gold,1200,Full,Black,2024-05-14
