name,price,type,efficiency,wattage,modular,color,snapshot_date
SeaSonic PRIME Fanless,298.99,ATX,titanium,700,Full,Black,2024-03-27
EVGA SuperNOVA 1300 P+,259.99,ATX,platinum,1300,Full,Black,2024-03-27
NZXT E850,119.99,ATX,gold,850,Full,Black,2024-03-27
"FSP Group Hydro PTM X PRO,Gen5",251.03,ATX,platinum,1200,Full,Black,2024-03-27
"FSP Group Hydro PTM PRO,Gen5",265.99,ATX,platinum,1200,Full,Black,2024-03-27
Antec Signature Platinum,284.99,ATX,platinum,1300,Full,Black,2024-03-27
In Win P75,129.94,ATX,gold,750,Full,Black,2024-03-27
EVGA SuperNOVA 750 PQ,218.49,ATX,platinum,750,Semi,Black,2024-03-27
SeaSonic PRIME Ultra Gold 850,195.98,ATX,gold,850,Full,Black,2024-03-27
SeaSonic SS-300ES Bronze,104.44,ATX,bronze,300,false,,2024-03-27
Super Flower Leadex V Platinum Pro,209.99,ATX,platinum,1000,Full,White,2024-03-27
Silverstone ST85F-GS-V2,128.33,ATX,gold,850,Full,,2024-03-27
Rosewill VALENS-600,140.0,ATX,gold,600,false,,2024-03-27
Super Flower Leadex V Pro,189.99,ATX,gold,1000,Full,Black / Gold,2024-03-27
PC Power & Cooling Silencer,210.62,ATX,platinum,1050,Full,,2024-03-27
In Win PB,150.0,ATX,gold,750,Full,,2024-03-27
In Win P65,124.0,ATX,gold,650,Full,Black,2024-03-27
In Win P130II,245.2,ATX,platinum,1300,Full,Black,2024-03-27
Thermaltake Smart,196.8,ATX,bronze,750,Semi,,2024-03-27
Super Flower LEADEX VII Platinum PRO,199.99,ATX,platinum,850,Full,Black,2024-03-27
In Win P105II,185.07,ATX,platinum,1050,Full,Black,2024-03-27
Antec True Power,230.81,ATX,bronze,850,Full,,2024-03-27
Antec Basiq,79.98,ATX,,350,false,,2024-03-27
Thermaltake Toughpower PF1 - TT Premium Edition,314.79,ATX,platinum,1050,Full,Black,2024-03-27
Thermaltake Toughpower iRGB PLUS 850,285.0,ATX,gold,850,Full,Black,2024-03-27
EVGA SuperNOVA G FTW,154.99,ATX,gold,850,Full,Black,2024-03-27
Corsair G800,319.89,ATX,plus,800,false,,2024-03-27
Thermaltake Toughpower iRGB PLUS 750,189.19,ATX,gold,750,Full,Black,2024-03-27
Thermaltake Toughpower GX1 500,74.45,ATX,gold,500,false,Black,2024-03-27
Xilence XP1050MR9,209.69,ATX,gold,1050,Full,Black / Red,2024-03-27
Silverstone TX300,81.51,TFX,bronze,300,false,Black,2024-03-27
FSP Group Hydro PTM PRO,179.99,ATX,platinum,850,Full,Black,2024-03-27
Corsair VS400,369.0,ATX,plus,400,false,,2024-03-27
SHARKOON SilentStorm,96.59,SFX,bronze,450,false,Black,2024-03-27
SeaSonic PRIME Ultra Gold 1000,379.99,ATX,gold,1000,Full,Black,2024-03-27
Solid Gear SDGR-750E,63.81,ATX,,750,false,,2024-03-27
Athena Power AP-MFATX40P8,118.2,Flex ATX,bronze,400,false,,2024-03-27
SeaSonic SS-300TFX Bronze,62.92,TFX,bronze,300,false,,2024-03-27
Thermaltake Toughpower Grand RGB Platinum,289.95,ATX,platinum,850,Full,Black,2024-03-27
Super Flower Leadex V Pro,249.99,ATX,gold,1000,Full,White,2024-03-27
Antec Signature Platinum,206.53,ATX,platinum,1000,Full,Black,2024-03-27
RAIJINTEK CRATOS,94.9,ATX,gold,850,Full,Black,2024-03-27
Antec Earthwatts Green,108.11,ATX,plus,500,false,,2024-03-27
Corsair G700,323.97,ATX,plus,700,false,,2024-03-27
FSP Group FSP500-50FSPT,198.99,Flex ATX,platinum,500,false,,2024-03-27
Thermaltake TOUGHPOWER PF1 ARGB,251.99,ATX,platinum,850,Full,,2024-03-27
SeaSonic PRIME Ultra Gold 750,169.99,ATX,gold,750,Full,Black,2024-03-27
Corsair TX750 V2,335.0,ATX,bronze,750,false,,2024-03-27
Corsair AX650,250.0,ATX,gold,650,Full,,2024-03-27
SeaSonic SSP-300TBS,71.67,TFX,bronze,300,false,Silver,2024-03-27
Corsair VX550,246.28,ATX,plus,550,false,,2024-03-27
Thermaltake TOUGHPOWER PF1 ARGB,419.64,ATX,platinum,1200,Full,,2024-03-27
Super Flower Leadex Gold,299.99,ATX,gold,1300,Full,,2024-03-27
SeaSonic SS-400ET Bronze,91.33,ATX,bronze,400,false,,2024-03-27
Kingwin ABT-1050MM,89.99,ATX,,1050,false,,2024-03-27
Corsair TX750 V2,335.0,ATX,bronze,750,false,,2024-03-27
Rosewill Green,170.0,ATX,plus,530,false,,2024-03-27
FSP Group Hydro GE,99.99,ATX,gold,650,Full,Black,2024-03-27
Antec Earthwatts,124.98,ATX,bronze,500,false,,2024-03-27
Sparkle ATX-300PA,187.99,ATX,,300,false,,2024-03-27
Super Flower Leadex III ARGB Pro,189.99,ATX,gold,650,Full,Black,2024-03-27
Thermaltake Toughpower iRGB PLUS 850 Platinum,328.91,ATX,platinum,850,Full,Black,2024-03-27
LEPA MaxBron,102.15,ATX,bronze,1000,Semi,,2024-03-27
SeaSonic SS-600ES,102.15,ATX,bronze,600,false,Gray,2024-03-27
Enermax Revolution D.F. X,249.99,ATX,gold,1350,Full,Black,2024-03-27
FSP Group FSP300-60LG-5K,153.74,Flex ATX,bronze,300,false,,2024-03-27
Super Flower Leadex V Pro,199.99,ATX,gold,850,Full,Black,2024-03-27
SeaSonic Platinum,128.01,ATX,bronze,600,false,,2024-03-27
iStarUSA TC-1200PD8G,310.99,ATX,,1200,Full,Gray,2024-03-27
Apex AL-A400ATX,94.41,ATX,,400,false,,2024-03-27
Chieftec Polaris 3.0,199.29,ATX,gold,850,Full,Black,2024-03-27
Enermax PlatiGemini,249.99,ATX,platinum,1200,Full,Black,2024-03-27
SeaSonic SS-850HT Silver,169.0,ATX,silver,850,false,,2024-03-27
Thermaltake Toughpower DPS G RGB,425.31,ATX,titanium,1250,Full,,2024-03-27
Chieftec Polaris 3.0,229.29,ATX,gold,1050,Full,Black,2024-03-27
Antec Earthwatts Green,104.64,ATX,bronze,430,false,,2024-03-27
Super Flower Leadex VI Platinum PRO,179.99,ATX,platinum,850,Full,Black / Blue,2024-03-27
Thermaltake Toughpower GF2 ARGB,199.22,ATX,gold,850,Full,Black,2024-03-27
Super Flower Leadex III ARGB Pro,164.99,ATX,gold,750,Full,Black,2024-03-27
In Win P85,144.18,ATX,gold,850,Full,Black,2024-03-27
Rosewill Green,80.0,ATX,plus,430,false,,2024-03-27
Rosewill PMG750,120.0,ATX,gold,750,Full,Black,2024-03-27
Cougar VTE X2,74.99,ATX,plus,750,false,Black,2024-03-27
Thermaltake Toughpower iRGB PLUS,567.09,ATX,titanium,1250,Full,,2024-03-27
Chieftec Polaris,209.39,ATX,gold,1050,Full,Black,2024-03-27
Sparkle ATX-350PN-B204,57.99,ATX,,350,false,,2024-03-27
In Win IP-S300FF1-0,62.5,TFX,plus,300,false,,2024-03-27
Cougar GEX X2,211.61,ATX,gold,1000,Full,Black,2024-03-27
YEYIAN Raiden RGB,69.98,ATX,bronze,650,false,Black,2024-03-27
SeaSonic PRIME Ultra Platinum 850,359.99,ATX,platinum,850,Full,Black,2024-03-27
Enermax MaxTytan,299.99,ATX,titanium,1050,Full,,2024-03-27
EVGA SuperNOVA 850 GA,350.0,ATX,gold,850,Full,,2024-03-27
Athena Power AP-MFATX50P8,179.99,Flex ATX,silver,500,false,,2024-03-27
Corsair TX850 V2,599.98,ATX,bronze,850,false,,2024-03-27
Fractal Design Anode Bronze,146.68,ATX,bronze,550,Semi,Black,2024-03-27
PC Power & Cooling Silencer,298.98,ATX,platinum,1200,Full,,2024-03-27
Rosewill Capstone,269.0,ATX,gold,750,false,,2024-03-27
Cougar COUGAR-GX1050,129.99,ATX,gold,1050,Semi,,2024-03-27
Enermax Platimax D.F.,149.99,ATX,platinum,1050,Full,Black,2024-03-27
Thermaltake Toughpower GF2 ARGB,126.35,ATX,gold,650,Full,Black,2024-03-27
SHARKOON SilentStorm Cool Zero 850,259.42,ATX,gold,850,Full,Black,2024-03-27
Cooler Master MWE Bronze 550,143.91,ATX,bronze,550,false,Black,2024-03-27
Thermaltake Smart SE,118.32,ATX,,630,Semi,,2024-03-27
Fractal Design Ion Gold,163.08,ATX,gold,650,Full,Black,2024-03-27
Corsair RM550,224.99,ATX,gold,550,Full,,2024-03-27
Asus ROG Strix Aura Edition,178.5,ATX,gold,850,Full,Black,2024-03-27
Silverstone Strider Platinum,164.99,ATX,platinum,850,Full,,2024-03-27
SeaSonic FOCUS Gold,139.34,ATX,gold,650,Semi,,2024-03-27
Thermaltake Smart BX1 RGB 750,104.94,ATX,bronze,750,false,Black,2024-03-27
Super Flower LEADEX VII XG,184.99,ATX,gold,1000,Full,White,2024-03-27
SeaSonic PRIME Titanium,599.0,ATX,titanium,1000,Full,,2024-03-27
Corsair CS450M,237.47,ATX,gold,450,Semi,,2024-03-27
EVGA 700 B1,217.49,ATX,bronze,700,false,,2024-03-27
Cougar GEX,124.34,ATX,gold,650,Full,Black,2024-03-27
Antec High Current Gamer,155.31,ATX,bronze,620,Semi,,2024-03-27
Super Flower LEADEX VII Platinum PRO,269.99,ATX,platinum,1200,Full,Black,2024-03-27
SeaSonic PRIME Ultra Platinum 750,179.99,ATX,platinum,750,Full,Black,2024-03-27
Silverstone Strider Platinum,132.99,ATX,platinum,650,Full,,2024-03-27
Cougar GEX,209.4,ATX,gold,1050,Full,Black,2024-03-27
SeaSonic VERTEX PX-750,199.99,ATX,platinum,750,Full,Black / Silver,2024-03-27
be quiet! Straight Power 11 450W,235.0,ATX,gold,450,Full,,2024-03-27
Silverstone DA850R-GMA,243.34,ATX,gold,850,Full,Black,2024-03-27
Super Flower Leadex Platinum,279.99,ATX,platinum,1600,Full,Black,2024-03-27
Deepcool DQ-M-V2L,158.38,ATX,gold,850,Full,Black / Green,2024-03-27
Corsair HX750,273.99,ATX,gold,750,Semi,,2024-03-27
Corsair RM750x SHIFT,129.99,ATX,gold,750,Full / Side,White,2024-03-27
SeaSonic PRIME PX,307.19,ATX,platinum,850,Full,Black / Silver,2024-03-27
Super Flower Leadex V Platinum Pro,189.99,ATX,platinum,850,Full,White,2024-03-27
Silverstone Strider Titanium,338.99,ATX,titanium,1100,Full,Black / Blue,2024-03-27
ADATA XPG CYBERCORE,189.99,ATX,platinum,1000,Full,Black / Silver,2024-03-27
Cooler Master MWE,90.81,ATX,bronze,600,false,Black,2024-03-27
Azza ARGB,64.98,ATX,bronze,650,false,Black,2024-03-27
Super Flower Leadex VI Platinum PRO,156.98,ATX,platinum,1000,Full,Black / Blue,2024-03-27
FSP Group Hydro PTM PRO,149.99,ATX,platinum,750,Full,Black,2024-03-27
FSP Group Dagger Pro,149.99,SFX,gold,750,Full,Black / Gold,2024-03-27
Chieftec ATMOS,162.88,ATX,gold,750,Full,Black,2024-03-27
Thermaltake Smart SE,110.0,ATX,,530,Semi,Black,2024-03-27
NOX Hummer GD,108.22,ATX,gold,750,false,,2024-03-27
Deepcool PQ650M,128.98,ATX,gold,650,Full,Black,2024-03-27
Logisys PS550E12BK,39.99,ATX,,550,false,,2024-03-27
Antec EARTHWATTS GOLD PRO 750,149.99,ATX,gold,750,Semi,Black,2024-03-27
Cooler Master XG650 Plus,96.91,ATX,platinum,650,Full,Black,2024-03-27
Sparkle FSP300-60ATV,59.99,ATX,,300,false,,2024-03-27
be quiet! Pure Power 11 FM 850,299.89,ATX,gold,850,Full,Black,2024-03-27
CoolMax V-500,32.77,ATX,,500,false,,2024-03-27
Super Flower LEADEX VII Platinum PRO,229.99,ATX,platinum,1000,Full,Black,2024-03-27
SeaSonic PRIME,230.99,ATX,gold,750,Full,Black,2024-03-27
Cooler Master V1300 Platinum,399.9,ATX,platinum,1300,Full,Black,2024-03-27
Silverstone Strider,286.99,ATX,silver,1500,false,,2024-03-27
Phanteks Revolt Pro,380.0,ATX,gold,850,Full,Silver / Black,2024-03-27
Silverstone Essential,119.99,ATX,gold,650,false,Black,2024-03-27
Corsair TX650M,299.98,ATX,bronze,650,Semi,,2024-03-27
Silverstone Strider,99.99,ATX,bronze,700,Full,,2024-03-27
Corsair TX550M,216.57,ATX,bronze,550,Semi,,2024-03-27
Athena Power Apollo,49.99,SFX,,300,false,,2024-03-27
Corsair VS500,269.0,ATX,plus,500,false,,2024-03-27
Silverstone ST75F-GS-V3,112.2,ATX,gold,750,Full,Black,2024-03-27
Silverstone SX300-B,79.45,SFX,bronze,300,false,Black,2024-03-27
Thermaltake Smart BX1 RGB 550,68.79,ATX,bronze,550,false,Black,2024-03-27
Thermaltake Smart BX1 RGB 650,93.36,ATX,bronze,650,false,Black,2024-03-27
Xilence XP750MR9,131.88,ATX,gold,750,Semi,Black / Red,2024-03-27
ADATA XPG Core Reactor II,159.99,ATX,gold,1200,Full,Black,2024-03-27
Silverstone Essential,88.98,ATX,gold,550,Semi,Black,2024-03-27
Thermaltake Toughpower GF1 - TT Premium,210.06,ATX,gold,1200,Full,Black,2024-03-27
Gigabyte UD-GM PG5,164.9,ATX,gold,850,Full,Black,2024-03-27
Xilence XP550R9,134.0,ATX,gold,550,false,Black / Red,2024-03-27
Thermaltake Toughpower GF1 ARGB,142.51,ATX,gold,750,Full,,2024-03-27
Corsair TX850 V2,599.98,ATX,bronze,850,false,,2024-03-27
ADATA XPG CYBERCORE,209.99,ATX,platinum,1300,Full,Black / Silver,2024-03-27
Silverstone Strider Platinum,132.99,ATX,platinum,750,Full,,2024-03-27
be quiet! TFX Power 3 300,125.28,TFX,gold,300,false,Black,2024-03-27
Corsair HX1000,479.99,ATX,plus,1000,Semi,,2024-03-27
Fractal Design Anode Bronze,135.36,ATX,bronze,750,Semi,Black,2024-03-27
Corsair TX850M,499.98,ATX,bronze,850,Semi,,2024-03-27
Enermax Revolution D.F. X,129.99,ATX,gold,1050,Full,Black,2024-03-27
Thermaltake Toughpower GF1 ARGB,119.83,ATX,gold,650,Full,,2024-03-27
Deepcool PX1000P,229.99,ATX,platinum,1000,Full,Black / Silver,2024-03-27
Cooler Master V1200,306.89,ATX,platinum,1200,Full,,2024-03-27
Corsair HX750,499.97,ATX,gold,750,Semi,,2024-03-27
Enermax Revolution D.F. X,144.99,ATX,gold,1200,Full,Black,2024-03-27
Silverstone Essential,98.99,ATX,gold,750,false,Black / Yellow,2024-03-27
SeaSonic FOCUS Plus Platinum,164.39,ATX,platinum,650,Full,,2024-03-27
KOLINK Regulator,169.99,ATX,gold,1200,Full,Black,2024-03-27
Thermaltake Toughpower PF3-L,172.82,ATX,platinum,850,Full,Black,2024-03-27
Thermaltake Toughpower GF2 ARGB,142.99,ATX,gold,750,Full,Black,2024-03-27
Chieftec ATMOS,171.09,ATX,gold,850,Full,Black,2024-03-27
BitFenix BFG GOLD ATX3.0,99.9,ATX,gold,850,Full,Black,2024-03-27
FSP Group Hydro PTM PRO,179.99,ATX,platinum,1000,Full,Black,2024-03-27
Thermaltake Toughpower PF1 - TT Premium Edition,157.48,ATX,platinum,650,Full,,2024-03-27
Corsair GS700,299.98,ATX,bronze,700,false,,2024-03-27
KOLINK Regulator,149.99,ATX,gold,1000,Full,Black,2024-03-27
Silverstone DA750R-GMA,213.06,ATX,gold,750,Full,Black,2024-03-27
EVGA 750 BP,79.99,ATX,bronze,750,false,Black,2024-03-27
Thermaltake Toughpower SFX,139.99,SFX,gold,750,Full,Black,2024-03-27
EVGA 700 BQ,75.56,ATX,bronze,700,Semi,Black,2024-03-27
be quiet! System Power 10,141.71,ATX,bronze,650,false,Black,2024-03-27
SeaSonic FOCUS GX-850 ATX 3.0,139.99,ATX,gold,850,Full,Black,2024-03-27
Apevia Premier,59.99,ATX,gold,650,Semi,Black,2024-03-27
Lian Li SP850,148.79,SFX,gold,850,Full,White,2024-03-27
Corsair RM1000x SHIFT,187.71,ATX,gold,1000,Full / Side,Black,2024-03-27
Deepcool PM750D,82.99,ATX,gold,750,false,Black,2024-03-27
be quiet! Dark Power Pro 13,369.9,ATX,titanium,1300,Full,Black,2024-03-27
EVGA SuperNOVA 750 P5,99.99,ATX,platinum,750,Full,Black / Teal,2024-03-27
Thermaltake Toughpower GF3 TT Premium,289.99,ATX,gold,1650,Full,Black,2024-03-27
Thermaltake Toughpower GF3 Snow,234.98,ATX,gold,1200,Full,White,2024-03-27
Thermaltake Toughpower GF A3 - TT Premium Edition,104.0,ATX,gold,850,Full,Black,2024-03-27
CoolMax I-500,26.68,ATX,,500,false,,2024-03-27
MSI MPG A750GF WHITE,254.01,ATX,gold,750,Full,White,2024-03-27
EVGA 650 GQ,126.48,ATX,gold,650,Semi,,2024-03-27
PowerSpec PS 650BF,54.99,ATX,bronze,650,false,Black,2024-03-27
EVGA 650BP,74.99,ATX,bronze,650,false,Black,2024-03-27
SeaSonic VERTEX GX-1200,217.78,ATX,gold,1200,Full,Black / Silver,2024-03-27
be quiet! Pure Power 12 M,99.9,ATX,gold,650,Full,Black,2024-03-27
Vetroo GV1000,129.99,ATX,gold,1000,Full,White,2024-03-27
Asus TUF Gaming 850G,129.99,ATX,gold,850,Full,Black,2024-03-27
Logisys PS480D,16.98,ATX,,480,false,,2024-03-27
Asus ROG THOR P2 Gaming,170.99,ATX,platinum,850,Full,Black / Silver,2024-03-27
Corsair RM850x SHIFT,159.99,ATX,gold,850,Full / Side,Black,2024-03-27
be quiet! Straight Power 12,149.9,ATX,platinum,850,Full,Black,2024-03-27
Montech TITAN GOLD 850W,109.99,ATX,gold,850,Full,Black,2024-03-27
Asus Prime AP-750G,98.99,ATX,gold,750,Full,White / Black,2024-03-27
Corsair RM750 (2019),216.95,ATX,gold,750,Full,Black,2024-03-27
Gigabyte P450B,58.66,ATX,bronze,450,false,Black,2024-03-27
EVGA SuperNOVA 650 G+,108.0,ATX,gold,650,Full,Black,2024-03-27
Silverstone SFX,111.44,SFX,gold,500,Full,,2024-03-27
Corsair RM1200x SHIFT,189.99,ATX,gold,1200,Full / Side,Black,2024-03-27
EVGA 700 GD,89.99,ATX,gold,700,false,Black,2024-03-27
PowerSpec PS 750BSM,69.98,ATX,bronze,750,Semi,Black,2024-03-27
SeaSonic FOCUS GX-1000 ATX 3.0,199.99,ATX,gold,1000,Full,Black,2024-03-27
be quiet! Dark Power 13,229.9,ATX,titanium,850,Full,Black,2024-03-27
BitFenix BFG GOLD ATX3.0,79.9,ATX,gold,750,Full,Black,2024-03-27
Apevia Galaxy,69.98,ATX,gold,850,Semi,Black,2024-03-27
EVGA 400 N1,48.99,ATX,,400,false,,2024-03-27
ADATA XPG CORE Reactor 850,94.99,ATX,gold,850,Full,Black,2024-03-27
Asus ROG THOR P2 Gaming,300.99,ATX,platinum,1000,Full,Silver / Black,2024-03-27
NZXT C (2019),89.99,ATX,gold,650,Full,Black,2024-03-27
Corsair RM1000x,243.0,ATX,gold,1000,Full,,2024-03-27
Deepcool PX1000G,124.99,ATX,gold,1000,Full,Black,2024-03-27
EVGA 600 GD,81.79,ATX,gold,600,false,Black,2024-03-27
Cooler Master V SFX Platinum,223.99,SFX,platinum,1100,Full,Black,2024-03-27
be quiet! SFX L Power,130.53,SFX,gold,600,Full,,2024-03-27
SeaSonic PRIME TX,663.53,ATX,titanium,1600,Full,Black / Silver,2024-03-27
Deepcool PM850D,87.98,ATX,gold,850,false,Black,2024-03-27
Deepcool PQ1000M,135.99,ATX,gold,1000,Full,Black,2024-03-27
Corsair RM850x (2018),182.0,ATX,gold,850,Full,Black,2024-03-27
ADATA XPG CORE Reactor 650,84.99,ATX,gold,650,Full,Black,2024-03-27
MSI MEG Ai1000P PCIE5,251.0,ATX,platinum,1000,Full,Black / Copper,2024-03-27
Deepcool PX1000G WH,160.98,ATX,gold,1000,Full,White,2024-03-27
SeaSonic FOCUS Plus Platinum,173.99,ATX,platinum,850,Full,,2024-03-27
Thermaltake Smart BM3,89.99,ATX,bronze,850,Semi,Black,2024-03-27
Thermaltake Toughpower GF A3 - TT Premium Edition,134.99,ATX,gold,1050,Full,Black,2024-03-27
GameMax GX Pro Rampage,85.99,ATX,gold,850,Full,Black,2024-03-27
SeaSonic FOCUS GX,169.99,ATX,gold,1000,Full,Black,2024-03-27
Asus ROG LOKI,241.99,SFX,platinum,1000,Full,Silver / Black,2024-03-27
Corsair RM650x (2018),119.99,ATX,gold,650,Full,Black / Silver,2024-03-27
SeaSonic G12 GC,109.69,ATX,gold,650,false,Black / Blue,2024-03-27
SeaSonic FOCUS GX-750 ATX 3.0,109.99,ATX,gold,750,Full,Black,2024-03-27
Thermaltake Toughpower GF A3 - TT Premium Edition,94.99,ATX,gold,750,Full,Black,2024-03-27
be quiet! System Power 10,193.92,ATX,gold,850,false,Black,2024-03-27
Silverstone SFX,217.98,SFX,titanium,800,Full,,2024-03-27
MSI MPG A1000G,299.99,ATX,gold,1000,Full,Black,2024-03-27
Silverstone SX500-G,107.99,SFX,gold,500,Full,,2024-03-27
EVGA 850 BQ,99.99,ATX,bronze,850,Semi,,2024-03-27
EVGA SuperNOVA 650 GM,116.92,SFX,gold,650,Full,Black,2024-03-27
be quiet! System Power 10,157.31,ATX,bronze,750,false,Black,2024-03-27
Thermaltake Smart BX1,74.98,ATX,bronze,750,false,Black,2024-03-27
Cooler Master MWE Gold V2 ATX3.0,129.99,ATX,gold,1250,Full,Black,2024-03-27
SeaSonic FOCUS Plus Platinum,157.72,ATX,platinum,750,Full,,2024-03-27
Thermaltake Toughpower GF3 TT Premium,154.99,ATX,gold,1000,Full,Black,2024-03-27
Gigabyte P850GM,129.99,ATX,gold,850,Full,Black,2024-03-27
GameMax GX Pro Rampage,109.99,ATX,gold,850,Full,White,2024-03-27
Gigabyte P550B,78.98,ATX,bronze,550,false,Black,2024-03-27
EVGA 650 B5,84.99,ATX,bronze,650,Full,Black,2024-03-27
EVGA 700 BR,74.99,ATX,bronze,700,false,,2024-03-27
EVGA SuperNOVA 1000G XC,149.99,ATX,gold,1000,Full,Black,2024-03-27
Asus TUF Gaming 750G,109.99,ATX,gold,750,Full,Black,2024-03-27
EVGA SuperNOVA 850 GM,159.99,SFX,gold,850,Full,Black,2024-03-27
Super Flower Leadex III Gold,105.62,ATX,gold,750,Full,Black,2024-03-27
Thermaltake TR2,57.31,ATX,,500,false,,2024-03-27
Montech TITAN GOLD 1000W,137.99,ATX,gold,1000,Full,Black,2024-03-27
Thermaltake Toughpower GF1 PE,109.99,ATX,gold,850,Full,Black,2024-03-27
SeaSonic S12III,63.99,ATX,bronze,500,false,Black,2024-03-27
Corsair SF600,225.0,SFX,platinum,600,Full,Black,2024-03-27
Corsair RM750x SHIFT,89.99,ATX,gold,750,Full / Side,Black,2024-03-27
be quiet! Pure Power 12 M,143.99,ATX,gold,550,Full,Black,2024-03-27
SeaSonic FOCUS SGX (2021),119.99,SFX,gold,750,Full,Black,2024-03-27
Corsair RM750x (2018),169.97,ATX,gold,750,Full,Black,2024-03-27
EVGA GE,156.82,ATX,gold,800,false,Black,2024-03-27
Gigabyte UD-GM PG5,124.99,ATX,gold,850,Full,White,2024-03-27
Apevia Prestige,66.98,ATX,gold,800,false,Black,2024-03-27
MSI MAG A750GL PCIE5,93.0,ATX,gold,750,Full,Black,2024-03-27
Thermaltake Toughpower GF1 (2024),104.98,ATX,gold,750,Full,Black,2024-03-27
be quiet! Pure Power 12 M,99.9,ATX,gold,850,Full,Black,2024-03-27
Thermaltake Toughpower GX2,60.99,ATX,gold,600,false,Black,2024-03-27
Corsair CX750M (2021),74.98,ATX,bronze,750,Semi,Black,2024-03-27
Corsair RM750,109.99,ATX,gold,750,Full,White / Black,2024-03-27
Apevia Prestige,51.99,ATX,gold,600,false,Black,2024-03-27
be quiet! Pure Power 12 M,94.9,ATX,gold,750,Full,Black,2024-03-27
Corsair AX1200,799.0,ATX,gold,1200,Full,,2024-03-27
SeaSonic FOCUS PLUS 850 Gold,152.57,ATX,gold,850,Full,,2024-03-27
EVGA 500 BR,59.99,ATX,bronze,500,false,,2024-03-27
Corsair SF1000L,157.88,SFX,gold,1000,Full,Black,2024-03-27
NZXT C850 (2022),109.99,ATX,gold,850,Full,Black,2024-03-27
Corsair AX1600i,609.94,ATX,titanium,1600,Full,,2024-03-27
Corsair CX (2023),79.98,ATX,bronze,750,false,Black,2024-03-27
MSI MPG A850G PCIE5,127.0,ATX,gold,850,Full,Black,2024-03-27
be quiet! Dark Power 13,249.9,ATX,titanium,1000,Full,Black,2024-03-27
Corsair CX (2023),59.99,ATX,bronze,550,false,Black,2024-03-27
MSI A1000G PCIE5,159.0,ATX,gold,1000,Full,Black,2024-03-27
MSI MAG A650GL,89.99,ATX,gold,650,Full,Black,2024-03-27
Silverstone HELA,773.13,ATX,,2050,Full,Black / White,2024-03-27
EVGA SuperNOVA 650 GT,97.99,ATX,gold,650,Full,Black,2024-03-27
Corsair RM750x (2021),119.95,ATX,gold,750,Full,Black,2024-03-27
Corsair RM750e (2023),99.99,ATX,gold,750,Full,Black,2024-03-27
Corsair RM850e (2023),129.0,ATX,gold,850,Full,Black,2024-03-27
Corsair RM1000e (2023),179.81,ATX,gold,1000,Full,Black,2024-03-27
Corsair CX650M (2021),64.99,ATX,bronze,650,Semi,Black,2024-03-27
Corsair RM650 (2023),89.99,ATX,gold,650,Full,Black,2024-03-27
Corsair RM850x (2021),124.99,ATX,gold,850,Full,Black,2024-03-27
Thermaltake Smart,39.95,ATX,plus,500,false,,2024-03-27
Corsair SF750,169.99,SFX,platinum,750,Full,,2024-03-27
Corsair RM850,139.99,ATX,gold,850,Full,White / Black,2024-03-27
Thermaltake Toughpower GF1 (2024),94.99,ATX,gold,850,Full,Black,2024-03-27
MSI MAG A650BN,54.0,ATX,bronze,650,false,Black,2024-03-27
MSI MAG A550BN,44.0,ATX,bronze,550,false,Black,2024-03-27
Gigabyte UD750GM,89.99,ATX,gold,750,Full,Black,2024-03-27
Corsair RM1000x (2021),174.99,ATX,gold,1000,Full,Black,2024-03-27
MSI MAG A850GL PCIE5,89.0,ATX,gold,850,Full,Black,2024-03-27
Asus ROG THOR 1600T Gaming,631.99,ATX,titanium,1600,Full,Silver / Black,2024-03-27
Thermaltake Smart,44.99,ATX,plus,600,false,,2024-03-27
Corsair HX1500i (2023),279.99,ATX,platinum,1500,Full,Black,2024-03-27
Corsair SF850L,129.99,SFX,gold,850,Full,Black,2024-03-27
Apevia Galaxy,54.99,ATX,gold,650,Semi,Black,2024-03-27
Cooler Master MWE Gold 850 - V2,89.99,ATX,gold,850,Full,Black,2024-03-27
Asus ROG Strix,169.79,ATX,gold,850,Full,White,2024-03-27
Cooler Master V850 SFX GOLD,138.9,SFX,gold,850,Full,White,2024-03-27
be quiet! Pure Power 12 M,129.9,ATX,gold,1000,Full,Black,2024-03-27
Thermaltake Toughpower,79.98,ATX,gold,750,Semi,,2024-03-27
Asus ROG STRIX 1000G,189.48,ATX,gold,1000,Full,Black,2024-03-27
SeaSonic FOCUS Plus 750 Gold,124.28,ATX,gold,750,Full,,2024-03-27
NZXT C1000 (2022),134.0,ATX,gold,1000,Full,Black,2024-03-27
MSI MPG A750GF,89.0,ATX,gold,750,Full,Black,2024-03-27
Thermaltake Smart BM3,79.98,ATX,bronze,750,Semi,Black,2024-03-27
EVGA 600 BR,69.99,ATX,bronze,600,false,,2024-03-27
Cooler Master V750 SFX GOLD,139.99,SFX,gold,750,Full,Black,2024-03-27
Asus TUF Gaming 1000G,157.88,ATX,gold,1000,Full,Black,2024-03-27
MSI MPG A650GF,101.99,ATX,gold,650,Full,Black,2024-03-27
NZXT C1200,194.99,ATX,gold,1200,Full,Black,2024-03-27
Thermaltake Smart BM3,69.98,ATX,bronze,650,Semi,Black,2024-03-27
Cooler Master V850 SFX GOLD,199.99,SFX,gold,850,Full,Black,2024-03-27
